file,has_declaration,declaration_excerpt,availability_section_found,dataset_candidates,time_mentions,sources_mentions,urls,needs_review,error
296_README.pdf,True,"We certify that the authors of the manuscript are using publicly available data, and when inquiring about

additional data was required, the original authors of the studies analyzed were notified about the use of the

data in this manuscript.",True,authors to request the missing information. The file Input_Data.xlsx | please refer to Input_Data.xlsx | Regression.xlsx | df_employment.xlsx | df_profit.xlsx | df_sales.xlsx | CLASS_B.xlsx | Exchange Rates.xls | Input_Data.xlsx | BHM_Employment.xlsx | Df_Subgroup_Employment.xlsx | Different_Priors_Employment.xlsx | Employment_predictive_distribution.xlsx | REML_Employment.xlsx | Tab_2_Meta_Regression.xlsx,2024 | 2022 | 2023 | 2014 | 2015 | 2019 | 2017 | 2005 | 2013 | 2009 | 2021 | 2018 | 2010,,,False,
216_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to

and permission to use the data used in this manuscript.",True,list | iucn-latest.zip | GBIF_Merged_IUCN_Risks_Tab.csv | GBIF_IUCN_Red_List2022-2.csv | global_biod_species_grid.csv,2024 | 2022 | 2023,"World Bank | World
Bank",https://www.iucnredlist.org/resources/data-repository | https://www.iucnredlist.org. | https://doi.org/10.15468/0qnb58,False,
150_README.pdf,False,,False,on Income and Living Conditions and the Household Budget Surveys | on Income and Living Conditions and the Household Budget,2023 | 2019,World Bank | Eurostat | Statistics Institute | eurostat | Statistics  in,https://ec.europa.eu/eurostat/web/microdata/european-union-statistics-on-incomeand-living-conditions.,False,
218_README.pdf,False,,True,"is confidential | Trade | are obtained from the World | Arvis, Jean-Francois, Alvaro Raul Espitia Rueda, Jean Christophe | of top 10 countries by | by Arvis, Jean-Francois, Alvaro Raul Espitia Rueda, Jean | by using EORA data | and relative CBAM exposure index in scope 1 and 2 | is measured as the mathematical product of two main | results from multiplying the exports of all covered sectors of the | calculates the sum of the total excess embodied carbon | in absolute and | has been constructed by ETIRI team using methodology from Baldwin, Freeman | data is | related products. data for figures_v1.xlsx",2021 and 2022 | 2019-2024 | 2019 | 2023 | 2022 | 2024 | 2021,"World
Bank | World Development Indicators | World Bank | World

Bank | World  Bank",https://wits.worldbank.org/WITS/WITS/Restricted/Login.aspx. | https://data.consilium.europa.eu/doc/document/PE-7-2023-INIT/en/pdf. | https://documents1.worldbank.org/curated/en/099936402072438837/pdf/IDU127b390ef1155014bd91aea | https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32023R1115 | https://www.trade.gov/data-visualization/draft-list-criticalsupply-chains | https://www.trade.gov/data-visualization/draft-listcritical-supply-chains | https://www.trade.gov/data-visualization/draft-list-critical-supply-chains | https://commission.europa.eu/strategy-and-policy/priorities-2019-2024/european-green-deal/deliveringeuropean-green-deal_en | https://www.worldbank.org/en/data/interactive/2023/06/15/relative-cbam-exposure-index#3 | https://greenfdc.org/china-belt-and-road-initiative-briinvestment-report-2023-h1/,False,
212_README.pdf,False,,True,triangulated with | 1_use_tables_rescaling.xlsx | 2_VAT_compliance_gap_model.xlsx | 3_Graphs_relate_to_VCG.xlsx | from 2_VAT_compliance_gap_model.xlsx | 4a to 4g - Files structured like 2_VAT_compliance_gap_model.xlsx | 5_All_PGs.xlsx | 6_CIT_gaps_model.xlsx | Figures and transformations underlying other exhibits are presented in 7_Other_exhibits.xlsx | 2.  Change the path in 2_VAT_compliance_gap_model.xlsx | 4.  The file 3_Graphs_relate_to_VCG.xlsx | Results_table tab in 2_VAT_compliance_gap_model.xlsx | similarly to 1_use_tables_rescaling.xlsx | the file 5_All_PGs.xlsx | 1_use_tables_rescaling.xls,"2017-2021 | 2021 and 2022 | 2014-2018 | 2021 to 2022 | January
2023 | March
2023 | 2017 | 2021 | 2016 | 2010 | 2023 | 2022 | 2002 | 2019 | 2015","World Bank | Ministry
of Finance | OECD | Ministry of Finance | International Monetary Fund | IMF | Statistics in",https://syntesiasrl | https://syntesiasrlmy.sharepoint.com/personal/grzegorz_poniatowski_syntesia_eu/Documents/Apps/Desktop/Repro | https://www.bps.go.id/en/st | https://fiskal.kemenkeu.go.i | https://www.enterpri | https://doi.org/10.1787/data00900-en | https://www.bps.go.id/en/statisticstable/2/MTk1NSMy/-2010-version--1-gdp-at-current-market-prices-byexpenditure--billion-rupiahs-.html | https://www.wider.unu.edu/project/grdgovernment-revenue-dataset | https://doi.org/10.1787/9789264308091en | https://www.ato.gov.au/aboutato/research-and-statistics/in-detail/taxgap/australian-tax-gaps-overview/theperformance-of-the-tax-system-202021,False,
162_README.pdf,False,,True,on Protected Areas (WDPA) data | All files in WDPA_Jun2023_Public_shp_0.zip | All files in WDPA_Jun2023_Public_shp_1.zip | All files in WDPA_Jun2023_Public_shp_2.zip | the files ap_df.csv | anchor_protected_areas.xlsx | and PA-management.xlsx | Numbers_Carcasses_eachMIKESite_year_202203-31.xlsx | Numbers_Carcasses_eachMIKESite_year_2022-03-31.xlsx | ne_10m_populated_places.zip | 2023_05_01_METT_1_3_scores.csv | 2023_05_04_METT_1_3_GEF_assessors.xlsx,March 2023 | 2023 | 2022 | 2024,,https://www.protectedplanet.net/en/thematicareas/wdpa?tab=WDPA. | https://whc.unesco.org/en/documents/143294 | https://www.tandfonline.com/doi/epdf/10.2989/10220119.2023.2208626?needAccess= | https://cites.org/eng/prog/mike/index.php/portal#Access%20to%20MIKE%20Data. | https://cites.org/sites/default/files/MIKE/data/Numbers_Carcasses_eachMIKESite_year_202203-31.xlsx. | https://science.ebird.org/en/use-ebird-data/download-ebird-data-products. | https://www.naturalearthdata.com/downloads/10m-cultural-vectors/10mpopulated-places/ | https://www.naturalearthdata.com/http//www.naturalearthdata.com/download/10m/cultural/ | https://cran.r-project.org/bin/windows/Rtools/,False,
184_README.pdf,False,,False,questionnaire | dataset | you can start with to just reproduce tables and figures | needed for this paper | BL_raw_an_old.dta | FU1_raw_an_old.dta | FU2_raw_an_old.dta | FU3_raw_an_old.dta | FU4_raw_an_old.dta | final_dataset_ipv2.dta | final_dataset_psv2.dta | nonresponsedata.dta | Togoanalysisdata.dta,,World Bank,https://microdata.worldbank.org/index.php/catalog/2860/related-materials,True,
125_README.pdf,False,,True,"data in our analysis | data, the description of each module of the | are available in the link above | data | and IHS5 food | data for reduced | assumption | IHS_Conversion_Factor_2020.dta | IHS5_VIIRS_monthly.csv | IHS5_VIIRS_monthly.dta | MOD_A.dta | MOD_B.dta | MOD_C.dta | MOD_D.dta | calories.dta",2019-2020 | 2019 | 2020,World Bank,https://microdata.worldbank.org/index.php/catalog/3818/data-dictionary,False,
287_README.pdf,False,,True,used in the econometric analysis of part II | columns 1-3 of regb_0518.xls | columns 4-6 of regb_0518.xls | columns 7-9 of regb_0518.xls | rows 5-12 of reged_0518.xls | column 1 of regl_closing_ci.xls | in Labor scarring Ari Led 250412.xlsx | column 2 of regl_closing_ci.xls | column 3 of regl_closing_ci.xls | column 1 of regl_quit_ci.xls | column 2 of regl_quit_ci.xls | column 3 of regl_quit_ci.xls | column 1 of regl_cob_ci.xls | column 2 of regl_cob_ci.xls | column 3 of regl_cob_ci.xls,2005 | 2006 | 2007 | 2008 | 2009 | 2010 | 2011 | 2012 | 2013 | 2014 | 2015 | 2016 | 2017 | 2018,statistics on,https://www.inegi.org.mx/programas/enoe/15ymas/ | https://www.inegi.org.mx/app/indicadores/?tm=0&ind=454808#D454808,False,
152_README.pdf,False,,False,implemented by INSD with funding from the Swedish Cooperation | o  Excel file Table 1a.xls,2018-2019 | 2014 and 2018 | 2018 | 2019 | 2014,Statistics and,https://microdata.worldbank.org/index.php/catalog/4290 | https://microdata.worldbank.org/index.php/catalog/2538,False,
263_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data

used in this manuscript.",True,list | Output file | Bangladesh_Market_Fish_Full_Reference.csv | Bangladesh_River_Salinity_Data.csv | Full Salinity Range.csv | Full_Catch_Record_With_Periods.csv | DHS_Salinity_Area_2000_2022.dta | DHS Analysis Changes.csv | Monthly Upazila Salinity.csv | Species IDs and Names.csv | Species_Price_Class.csv | Species Map Image Scores.dta | GBIF_Econometric_Species.csv | Min and Max Quantity by Pri .csv | tbl01_GBIF_Species_With_ .csv,2018 and 2022 | 2018 | 2022 | 2024,World Bank,https://dhsprogram.com/data/available-datasets.cfm,False,
88_README.pdf,False,,True,of whether the article uses data | of whether the article contains mentions of the country ATF (French Southern and Antarctic | of whether the article contains mentions of the country AFG (Afghanistan) | of whether the article contains mentions of the country ZWE (Zimbabwe) | of whether the article contains mentions of the country nf (not found) | data from the World Bank World Development Indicators (WDI) | data_use_country_scores_annual.csv | correlates_df.csv | 2. correlates_df.csv,November 2023 | 2023 | 2013 | 2020 | 2019 | 2017 | 2022,"World Bank | World Development Indicators | WDI | World
Development
Indicators | World
Bank",https://md2pdf.netlify.app | https://doi.org/10.18653/v1/2020.acl | https://rstudio.github.io/renv/articles/renv.html,False,
294_README.pdf,False,,True,"Output | rounds, and creating outcome variables | file TableA1 A2.xlsx | 1. Chigign Tobiya Tvet study 17Jan2022.dta | 2. Chigign Tobiya mfi study 17Jan2022.dta | 3. IAT DScore Chigign Tobiya Clean.dta | 4. Chigign Tobiya IAT TVET MFI Data Clean merged.dta",December 2021 | 2021 | 2025,World Bank,,False,
241_README.pdf,False,,False,"from ONEC | contains PPP conversion factors and CPIs (Consumer Price Indexes) | using the World Bank poverty lines | is also part of the SEDLAC harmonization project (World | contains information on public opinion regarding relational | is publicly accessible | from  the  Latin  America  Public  Opinion | contains information on public opinion regarding | is  publicly | conducted annually to collect data on education, income, employment, and | related to a particular | available  on  the  World  Bank  Databank | and the | of  El | or scripts",2000 to 2023 | April 2023 | May 2024 | June 2024 | 2024 | 2000 | 2023 | 2020 | 2021 | 2017,"World Bank | World
Bank | World  Bank | World
Development Indicators | WDI | Poverty  and  Inequality  Platform",https://www.latinobarometro.org/latContents.jsp | http://datasets.americasbarometer.org/database/login.php | https://databank.worldbank.org/source/population-estimates-andprojections# | https://www.bancomundial.org/es/topic/poverty/lac-equity-lab1/incomeinequality/inequality-trends | https://statistics.cepal.org/portal/cepalstat/dashboard.html?indicator_id= | https://databank.worldbank.org/metadataglossary/world-developmentindicators/series/NY.GDP.PCAP.PP.KD | https://databank.worldbank.org/metadataglossary/world-developmentindicators/series/SI.POV.UMIC | https://databank. | https://document | https://www.ban | https://www.kno | https://statistics.c | https://www.knomad.org/data/migration/emig,False,
64_README.pdf,False,,False,"long | wide | containing the six aggregate indicators, standard errors, | and separate | containing all the individual indicators used to calculate | containing all the individual indicators, all the aggregate | Download contents of .zip | 4.  countrycodes.xlsx | 5.  sourcedata - this folder contains 34 Excel files XXX.xlsx | countrycodes.xlsx | 1.  wgidataset.dta | 2.  aggindsdownloadable.xlsx | 3.  sourcedata.dta | 4.  resultsdata.dta | 5.  params.xlsx",2022 | 1999,World Bank,,False,
185_README.pdf,False,,True,"microdata | microdata collected by a data firm | round, the | data (raw uganda | is saved in working | The raw uganda.dta and raw kenya.dta | raw uganda.dta | analysis in lasso varclean.do and gen variables.do. This intermediate dataset is saved in working.dta | and Tables2 A7 B5 C3.do. All tables except B5 use the working.dta | the mentorship meetings.dta | and 54 use the working.dta",2019 and 2022 | 2019 | 2022 | 2024,statistics used | statistics in,https://drive.google.com/file/d/14tPmAq5cNmJoT9T4lC-KDcxoVCWb0tGv/view?usp=share˙link,False,
270_README.pdf,False,,True,"The primary dataset for this analysis is the Feed the Future Nigeria Livelihoods Project (FNLP) Household | collected  in  three  rounds-baseline,  midline,  and | Firm | is  in  the  process  of  being  made  public | Data for | rounds and includes 3,976 unique household observations | spans from May 2015 | included surveys with both female and male respondents) was merged with a tracking sheet | were uniquely identified | was appended to the midline dataset and then | also still includes all | has  been  stripped  of  personally | that  is  downloadable  in  the  World  Bank  microdata  library  contains  the  same  raw | for individual-level analysis in wide | is used",2015 | 2017 | 2018 | May 2015 | May  2018 | 2020,World Bank | World  Bank,,False,
58_README.pdf,False,,True,"used in the analysis, as well as raw data from the World Bank World | Data Description | values are available for each country over a specific period | data from the UN | number | data from UN Stats (https | we can create a score documenting whether a value | framework for Sustainable Development Goals was developed by the Inter-Agency and | framework includes 231 unique indicators | framework of SDG indicators is 247 | is determined as follows | exists and the value is based on the country, country data adjusted, or | based on modeled data or does not exists | values based on country, country data adjusted, or estimated or Global | UN Global SDG Indicator database series code",March 2022 | March 2017 | June 2023 | 2023 | 2022 | 2017,"World Bank | World
Development Indicators | World
Development
Indicators | Statistics
Division | United Nations | World Development Indicators | WDI",https://rstudio.github.io/renv/ | https://unstats.un.org/sdgs/indicators/en/# | https://unstats.un.org/sdgs/indicators/ | https://rstudio.github.io/renv/articles/renv.html,False,
204_README.pdf,False,,False,individually | Name | data for unadjusted PM2 | cgqa hourly.csv | cgqa daily.csv | humidity new.csv | LPAOSF.csv | PM0 3 um hourly.csv | PM0 5 um hourly.csv | PM10 cf 1 hourly.csv | PM1 0 cf 1 hourly.csv | PM2 5 atm hourly.csv | PM2 5 cf 1 hourly.csv | PM2 5 um hourly.csv | PM5 0 um hourly.csv,2000-2024 | 2020 and 2023 | 2020-2021 | 2020-2023 | March 2020 | December 2023 | 2024 | 2012 | 2000 | 2020 | 2023 | 2021 | 2017,World Bank,"https://code.earthengine.google.com/ | https://code.earthengine. | https://www.visualcrossing.com/weather/weather-dataservices/dakar,%20senegal?v=api. | https://data.humdata.org/dataset/cod-ab-sen?",False,
121_README.pdf,False,,False,"and documentation of GEIH can be downloaded from | used to deflate income variables is downloaded from the Banco | construction | by appending the annual data and matching the MESEP data | expansion factors, which also",2015 to 2021 | 2015 and 2021 | 2015-2019 | 2015 - 2019 | January 2015 | 2021 | 2015 | 2005 | 2019 | 2022 | 2020 | 2023,Ministry of ICTs | World Bank | statistics in,http://hdl.handle.net/10986/40639 | https://www.dane.gov.co/index.php/servicios-al-ciudadano/tramites/ayudas-denavegabilidad/politica-de-uso | https://microdatos.dane.gov.co/index.php/catalog/MERCLAB-Microdatos | https://microdatos.dane.gov.co/index.php/catalog/661 | https://microdatos.dane.gov.co/index.php/catalog/POBCONVID | https://www.banrep.gov.co/es/estadisticas/indice-preciosconsumidor-ipc | https://www.serviciodeempleo.gov.co/dataempleo-spe/demanda-laboral/2022/prueba | https://www.datos.gov.co/MapasNacionales/Departamentos-y-municipios-de-Colombia/xdk5-pm3f/about_data,False,
307_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data

used in this manuscript.",True,"data from three rounds, administrative records, and complete processing | data (April 2019) | data (January 2020) | data (May 2020) | data | with admin data | with all variables | rounds into long format panel dataset | Data | panel_analysis.dta | admin-data.dta | baseline_raw-deidentified.dta | followup1_raw-deidentified.dta | followup2_raw-deidentified.dta | baseline_clean.dta",April 2019 | January 2020 | May 2020 | 2025 | 2019 | 2020 | 2024,University of Zurich | University of Teacher | World Bank | University of Illinois,,False,
75_README.pdf,False,,True,data and Household Surveys are publicly accessible on the | Survey 2019 - Malawi | Survey 2018-2019 | Survey 2019-2020 | that was built by Josephson et al | is saved under the name | link | A (F1Q1) | B (F1Q2) | C (F1Q4) | D (F1Q5) | A (F2Q6) | B (F2Q7) | C (F2Q8) | D (F2Q9),2020-2023 | 2018-2019 | 2019-2020 | 2020 | 2023 | 2018 | 2019 | 2021,World Bank,https://microdata.worldbank.org/index.php/home. | https://ghsl.jrc.ec.europa.eu/download.php?ds=smod | https://doi.org/10.1038/s41562-021-01096-7 | https://github.com/aljosephson/wb_covid,False,
200_README.pdf,False,,True,used in this meta-analysis was created by the authors by collecting information from | are also provided in Appendix A | created by the authors | mradata | 1.  mradata.dta | 2.  pessefig_1.dta and pessefig_2.dta | and can be reproduced using the original data file mradata.dta | 3.  Data in Fig 1 also comes from the main dataset mradata.dta | fig1.xlsx | mradata.dta | pessefig_1.dta | pessefig_2.dta,"August 2022 | January
2024 | 2022 | 2024",,,False,
226_README.pdf,False,,True,rounds | list | Data | round | is located in C | Panel A | Table 4 | Table A,2022,World Bank | statistics of,https://doi.org/10.5281/zenodo.7293838.,False,
289_README.pdf,False,,False,food_fuel_ALL.xls | SILC_2017_2020.dta | POL_2019.dta | is the do-file that saves the two primary datasets in .dta | impact_inflation.xlsx | Master WP graphs.xlsx | graphs.xlsx | food_fuel_ALL.xlsx,December 2022 | June 2023 | 2020 | 2019 | 2022 | 2017 | 2023,Eurostat | statistics on | World Bank | eurostat,https://ec.europa.eu/eurostat/databrowser/view/prc_hicp_midx/default/table?lang=en&categor | https://ec.europa.eu/eurostat/databrowser/view/ILC_MDES04__custom_70943/bookmark/table | https://ec.europa.eu/eurostat/databrowser/view/ilc_mdes03/default/table?lang=en,False,
123_README.pdf,False,,False,Major Episodes of Political Violence | dataset on correlates of economic growth | within variation) | which can straight use growthdata_public.dta | 3b_WBPRWP_relevance.csv | the Excel file 3a_WBPRWP_relevance.xlsx | corresponding files contained in 0a_secondaryfiles.zip | eci_hs6_hs92_95-18.csv | IMF_Export_Diversification.xlsx | UNCTAD_concentdiversindices_81062638549722.xlsx | MEPVv2018.xls | BankingCrises.xlsx | swiid9_1_summary.csv | CCKP_meantemp_month_tas_1901_2020.csv | 3a_WBPRWP_relevance.xlsx,1970-2019 | 1970 | 2019 | 2021 | 2022,statistics estimated | World Bank | World Development Indicators | IMF | imf | UNCTAD | unctad,https://www.rug.nl/ggdc/productivity/pwt/pwt | https://datatopics.worldbank.org/world | https://oec.world/en/resources/bulkdownload/international; | https://www.imf.org/external/np/res/dfidimf/diversification.htm; | https://unctadstat.unctad.org/datacentre/dataviewer/US.ConcentDiversIndices | https://unctadstat.unctad.org/datacentre/dataviewer/US.FdiFlowsStock | https://sites.google.com/site/laevenl/data-and-codes; | https://fsolt.org/swiid/swiid_downloads/ | https://climateknowledgeportal.worldbank.org/download-data;,False,
164_README.pdf,False,,True,list | which is a single wave will go | for Wave 2 | 501_casos_clean.dta | 509_casos_clean.dta | 758_casos_clean.dta | 767_casos_clean.dta | 501_ph2w2_casos_library.dta | 509_ph2w2_casos_library.dta | 758_ph2w2_casos_library.dta | 767_ph2w2_casos_library.dta | SRN_cases_with_weights_v2.dta | Table3.xls | Table4.xls | TableA21.xls,2021 to 2023 | 2021 | 2023,World Bank,https://microdata.worldbank.org/index.php/catalog/hfps/?page=1&ps=15&repo=hfps,False,
319_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission
to use the data used in this manuscript.",True,"on Productivity and Competitiveness of Micro, Small, and Medium-sized Enterprises | of  Household  Income  and  Expenses  (ENIGH), | design, we had access to additional variables | operations info | that is used for estimations | including clean data from ENAPROCE 2015 and ENAPROCE 2018 | for microenterprises (not included | of code to reproduce tables and figures (main paper) | of code to reproduce Online Appendix tables and figures | ejem_base_pyme_ciega_2015.dta | ejem_base_pyme_ciega_2018.dta | ejem_base_micro_ciega2015.dta | ejem_base_micro_ciega2018.dta | ejem_CE_2014.dta | ejem_CE_2019.dta","2014 and
2017 | 2015 and 2018 | 2015 | 2018 | 2014 | 2010 | 2019 | 2021 | 2017",Eurostat | eurostat | World Bank,https://www.inegi.org.mx/programas/enaproce/2015/ | https://www.inegi.org.mx/programas/enaproce/2018/ | https://www.inegi.org.mx/programas/ce/2014/ | https://www.inegi.org. | https://ec.europa.eu/eurostat/cache/metadata/Annexes/htec_esms_an_8.pdf | https://www.inegi.org.mx/programas/ce/2019/ | http://hdl.handle.net/10986/35599,False,
325_README.pdf,False,,True,area | used in this package | Once you have obtained the CardsData.xlsx | CardsData.xlsx | the CardsData.xlsx,,World Bank,https://data.humdata.org/dataset/codab-moz,True,
251_README.pdf,False,,True,from Sala-i-Martin et al | BACE_data.xls,November 2024 | December 2024 | 2024 | 2004,imf | World Bank,https://www.imf.org/external/datamapper/datasets/AIPI#:~:text=AI%20Preparedness%20Inde | https://oec.world/en/rankings/eci/hs6/hs96 | https://www.aeaweb.org/articles?id=10.1257/0002828042002570 | https://datacatalog.worldbank.org/search/dataset/0038272/World-Bank-Official,False,
224_README.pdf,False,,False,"BLAs_Formation_Data, | used throughout the paper | and create high dimensional fixed | countries_match.xlsx | BLA_Migration_data.dta | From BLAs_Formation_Data.dta | undesa_pd_2020_ims_stock_by_sex_destination_and_origin.xlsx | P_Data_Extract_From_Global_Bilateral_Migration.xlsx | BLAs_Formation_Data.dta | BLAs_Coding_Data.dta | welfare calculations.xlsx","1960 to 2020 | 1945-2020 | 1960-2000 | 2010-2020 | 1970 and 1979 | 2010 and 2020 | 2010
and 2020 | 1960 | 2020 | 2022 | 1945 | 2000 | 2010 | 2011 | 1970","World
Bank | World Bank | World Development Indicators | statistics for | statistics
produced | statistics are",https://dataverse.harvard.edu/dataverse/BLA | https://databank.worldbank.org/source/global-bilateral-migration | https://www.un.org/development/desa/pd/content/international-migration-1 | http://papers.ssrn.com/sol3/papers.cfm?abstract_id=1682130,False,
327_README.pdf,False,,False,to merge with the ES main datasets,March 2025 | 2023 | 2025 | 2018 | 2020 | 2022 | 2024,WDI | World Bank,https://datatopics.worldbank.org/gdld/,False,
145_README.pdf,False,,False,Availability Statement | Annual,2023 | 2022 | 2017,World	Bank,https://comtradeplus.un.org/ | https://shop.un.org/databases | https://datacatalog.worldbank.org/search/dataset/0064901/Discrepancy-Index-H5 | https://datacatalog.worldbank.org/search/dataset/0064897/Discrepancy-Index-H4 | https://datacatalog.worldbank.org/search/dataset/0064895/Discrepancy-Index-H3 | https://datacatalog.worldbank.org/search/dataset/0064890/DiscrepancyIndex-H2 | https://datacatalog.worldbank.org/search/dataset/0064889/Discrepancy-Index-H1 | https://datacatalog.worldbank.org/search/dataset/0064887/Discrepancy-Index-H0 | https://datacatalog.worldbank.org/search/dataset/0064900/Reporting-Index-HS | https://datacatalog.worldbank.org/search/dataset/0065794/reportingindexproducths,False,
82_README.pdf,False,,True,"results_main.csv | can  be  found | Code | Data | Integrated Surveys on Agriculture (LSMS-ISA) | used  in  the  empirical  analysis  from  the  raw  data  sources  mentioned | Dataset,  exploiting  information  contained  in  both  the  post | data  with  the  SPEI  data  using  household  geo-referenced | Data and the weather grid coordinates | dataset.csv | is also reported in .dta | results_placebo.csv",2014,World Bank,,False,
86_README.pdf,False,,False,years to which they got access to at | years are | using yearly data from 2010 to 2020,2010 to 2020 | 2023 | 2010 | 2020,"World
Bank | Eurostat | statistics on | World Bank",,False,
178_README.pdf,False,,True,"data directly collected by the | was last downloaded, the raw administrative data | folder containing raw de-identified data in .dta | xlsx or .csv | full_panel.csv | individual_effect.csv | xsection.csv and base-cities.csv | UttarPradesh2021_2022 and subdistricts_features.dta",March 2023 | 2024 | 2023,,,False,
255_README.pdf,False,,True,"SOCAIOE | of surveys with a labor force module | developed by Felten et al | Repository - Global | The packages are installed in the master do-file before calling the different, specific do-files | that contains  the published AIOE | from Felten et al | can be | and Its Potential Uses",Feb 2024 | Sep 2024 | 2021 | 2024,"World
Bank | World Bank | World  Bank",,False,
219_README.pdf,False,,True,with-scores | Map All budget.xlsx | of_Governm.xlsx | Domestic_Financing_Data__for_website.xlsx | boost.xlsx | GDP_v5_Updated URLs.xlsx | WEOApr2024all.xls | Historical-data.dta | URLs.xlsx | Expenditure_by_Functions_of_Governm.xlsx | Export as .xlsx | Domestic_Financing_Data_-_for_website.xlsx | _for_website.xlsx | Court Budget_Percentage of GDP_v5_Updated URLs.xlsx | 2019_Indonesia_Expenditure per Ministry-Institution_2015-2019.xlsx,2020 | 2024 | 2019,"statistics
in | imf | World Bank | International Monetary Fund | World Development Indicators",https://public.tableau.com/app/profile/cepej/viz/BudgetEN/GDPBudget | https://data.imf.org/?sk=7b1c9c58-8560-4683-a35c | https://odi.org/documents/8706/Domestic_Financing_Data_ | https://www.imf.org/-/media/Files/Publications/WEO/WEO | https://databank.worldbank.org/reports.aspx?source=2&series=NY.GDP.MK | https://archive.doingbusiness.org/content/dam/doingBusiness/excel/db20,False,
305_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data

used in this manuscript.",True,This paper re-uses two files ExportOutcomes.dta and BaselineConstructed.dta | ExportOutcomes.dta | BaselineConstructed.dta,2024,,https://doi.org/10.5281/zenodo.14430028,False,
262_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to use the data

used in this manuscript.",True,All data files are in .csv | haiti_data.csv | haiti_edu_labor_data.csv | haiti_female_dm_long.csv | haiti_female_tu_week.csv | haiti_male_tu_week.csv | haiti_roster_data.csv | kenya_data.csv | kenya_edu_labor_data.csv | kenya_female_dm_long.csv | kenya_female_tu_week.csv | kenya_male_tu_week.csv | kenya_roster_data.csv | rwanda_data.csv | rwanda_edu_labor_data.csv,,World Bank,,True,
57_README.pdf,False,,False,freely and publicly downloadable at | hotel_data_for_py.dta,2021,,https://github.com/Ridvanov-Belochevski/Hotel_Price_Analysis/blob/main/hotels.py | https://www.euromonitor.com/,False,
249_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and

permission to use the data used in this manuscript.",True,type | might differ depending on the updates | Global-Methodology | is included in the Data folder | New_Comprehensive_Novemeber_11_2025.dta | ES-Indicators-Database-Global-Methodology_February_3_2025.dta | GDP_percapita.dta | 6-dimensions-for-website-2015-12-08-0-100.xls,November 2024 | 2024 | 2021 | 2015 | 2010,"World Bank | World Development
Indicators | Eurostat | OECD",https://login.enterprisesurveys.org/content/sites/financeandprivatesector/en/libr | https://geerthofstede.com/research-and-vsm/dimension-data-matrix/,False,
15_README.pdf,False,,True,listed below are | Stata Data file price_pt_2020n.dta | Stata Data file palm_import_2020.dta | The data files needed for replication are price_pt_2020n.dta | palm_import_2020.dta | Bangladesh_advance_rate.dta | EOSurvey_refiner_price.dta | EOSurvey_wholesale_price.dta | wholesale_trade_interest.dta | datafiles price_pt_2020n.dta and palm_import_2020.dta | DAM Dataset_palm_wheat.xlsx | palm_wprice.xlsx | exchange_rate.xlsx | wheat_wprice.xlsx | dam_lentil_rice_onion.xlsx,2020 | 2010 | 2013,"World Bank | statistics
described | Statistics in | statistics mentioned | Department of
Agricultural | Statistics for",http://dam.gov.bd/market_daily_price_report | http://bepi.mpob.gov.my/admin2/price_local_daily_view_cpo_msia.php?jenis=1Y&more=Y&tahun=202 | http://bepi.mpob.gov.my/ | https://www.bb.org.bd/econdata/index.php | https://www.worldbank.org/en/research/commodity-markets#1 | http://nbr.gov.bd/publications/customs/eng,False,
155_README.pdf,True,"I certify that the author(s) of the manuscript have legitimate access to and permission to

use the data used in this manuscript.",True,from the Teach Team and GEPD is not publicly | 2015 Teachers.xlsx | 2017 Teachers.xlsx | 2018 Teachers.xlsx | 2018 School.xlsx | 2019 Teachers.csv | ASC2020 teachers.dta | 2021 Teachers.csv | 2021 teacher_Koindugu.csv | 2022 School.xlsx | 2022 Teachers.xlsx | Teach_peers.xlsx | GEPD_g4student_teacher_school_country_level.dta | GEPD_school_country_level.dta | GEPD_teacher_school_country_level.dta,2015 | 2017 | 2018 | 2019 | 2021 | 2022,"Ministry of Basic | World Bank | Ministry of
Basic",,False,
96_README.pdf,False,,False,and file structure,2013 | 2015 | 2017,Ministry of Revenue,,False,
